TransactionID,PolicyID,PaymentDate,AmountPaid
T0003320,P000322,2024-05-28,294.52
T0003321,P000322,2024-06-27,294.52
T0003322,P000322,2024-07-27,294.52
T0003323,P000322,2024-08-26,294.52
T0003324,P000323,2023-04-15,399.01
T0003325,P000323,2023-05-15,223.94
T0003326,P000323,2023-06-14,399.01
T0003327,P000323,2023-07-14,399.01
T0003328,P000323,2023-08-13,399.01
T0003329,P000323,2023-09-12,399.01
T0003330,P000323,2023-10-12,399.01
T0003331,P000323,2023-11-11,399.01
T0003332,P000323,2023-12-11,399.01
T0003333,P000323,2024-01-10,399.01
T0003334,P000323,2024-02-09,399.01
T0003335,P000323,2024-03-10,399.01
T0003336,P000323,2024-04-09,399.01
T0003337,P000323,2024-05-09,399.01
T0003338,P000323,2024-06-08,399.01
T0003339,P000323,2024-07-08,399.01
T0003340,P000323,2024-08-07,399.01
T0003341,P000323,2024-09-06,399.01
T0003342,P000323,2024-10-06,399.01
T0003343,P000323,2024-11-05,399.01
T0003344,P000323,2024-12-05,399.01
T0003345,P000324,2023-01-27,178.94
T0003346,P000324,2023-02-26,178.94
T0003347,P000324,2023-03-28,178.94
T0003348,P000324,2023-04-27,178.94
T0003349,P000324,2023-05-27,178.94
T0003350,P000324,2023-06-26,115.49
T0003351,P000324,2023-07-26,178.94
T0003352,P000324,2023-08-25,178.94
T0003353,P000324,2023-09-24,178.94
T0003354,P000324,2023-10-24,178.94
T0003355,P000324,2023-11-23,178.94
T0003356,P000324,2023-12-23,178.94
T0003357,P000324,2024-01-22,178.94
T0003358,P000324,2024-02-21,178.94
T0003359,P000324,2024-03-22,178.94
T0003360,P000324,2024-04-21,178.94
T0003361,P000324,2024-05-21,178.94
T0003362,P000324,2024-06-20,178.94
T0003363,P000324,2024-07-20,178.94
T0003364,P000324,2024-08-19,178.94
T0003365,P000324,2024-09-18,178.94
T0003366,P000324,2024-10-18,178.94
T0003367,P000324,2024-11-17,178.94
T0003368,P000324,2024-12-17,178.94
T0003369,P000324,2025-01-16,178.94
T0003370,P000324,2025-02-15,178.94
T0003371,P000324,2025-03-17,116.32
T0003372,P000324,2025-04-16,178.94
T0003373,P000324,2025-05-16,178.94
T0003374,P000324,2025-06-15,178.94
T0003375,P000324,2025-07-15,178.94
T0003376,P000324,2025-08-14,178.94
T0003377,P000324,2025-09-13,178.94
T0003378,P000325,2025-01-07,1155.03
T0003379,P000325,2025-04-07,1155.03
T0003380,P000325,2025-07-06,1155.03
T0003381,P000325,2025-10-04,1155.03
T0003382,P000326,2025-07-28,1603.44
T0003383,P000326,2025-08-27,1603.44
T0003384,P000326,2025-09-26,1603.44
T0003385,P000326,2025-10-26,1603.44
T0003386,P000326,2025-11-25,1603.44
T0003387,P000327,2025-01-07,1018.55
T0003388,P000327,2025-02-06,1018.55
T0003389,P000327,2025-03-08,1018.55
T0003390,P000327,2025-04-07,1018.55
T0003391,P000327,2025-05-07,1018.55
T0003392,P000327,2025-06-06,1018.55
T0003393,P000327,2025-07-06,1018.55
T0003394,P000327,2025-08-05,1018.55
T0003395,P000328,2025-08-07,493.5
T0003396,P000328,2025-11-05,493.5
T0003397,P000329,2020-05-29,549.32
T0003398,P000329,2020-06-28,549.32
T0003399,P000329,2020-07-28,549.32
T0003400,P000329,2020-08-27,549.32
T0003401,P000329,2020-09-26,549.32
T0003402,P000329,2020-10-26,549.32
T0003403,P000329,2020-11-25,549.32
T0003404,P000329,2020-12-25,549.32
T0003405,P000329,2021-01-24,549.32
T0003406,P000329,2021-02-23,549.32
T0003407,P000329,2021-03-25,549.32
T0003408,P000330,2021-08-12,567.75
T0003409,P000330,2021-11-10,567.75
T0003410,P000330,2022-02-08,567.75
T0003411,P000330,2022-05-09,567.75
T0003412,P000331,2022-01-23,212.62
T0003413,P000331,2022-02-22,212.62
T0003414,P000331,2022-03-24,212.62
T0003415,P000331,2022-04-23,212.62
T0003416,P000331,2022-05-23,212.62
T0003417,P000331,2022-06-22,212.62
T0003418,P000331,2022-07-22,212.62
T0003419,P000331,2022-08-21,186.04
T0003420,P000331,2022-09-20,212.62
T0003421,P000331,2022-10-20,212.62
T0003422,P000331,2022-11-19,212.62
T0003423,P000331,2022-12-19,212.62
T0003424,P000331,2023-01-18,212.62
T0003425,P000331,2023-02-17,212.62
T0003426,P000331,2023-03-19,212.62
T0003427,P000331,2023-04-18,212.62
T0003428,P000331,2023-05-18,212.62
T0003429,P000331,2023-06-17,212.62
T0003430,P000331,2023-07-17,212.62
T0003431,P000331,2023-08-16,212.62
T0003432,P000331,2023-09-15,212.62
T0003433,P000331,2023-10-15,212.62
T0003434,P000331,2023-11-14,212.62
T0003435,P000331,2023-12-14,212.62
T0003436,P000331,2024-01-13,212.62
T0003437,P000331,2024-02-12,212.62
T0003438,P000331,2024-03-13,212.62
T0003439,P000331,2024-04-12,212.62
T0003440,P000331,2024-05-12,212.62
T0003441,P000332,2025-10-16,850.77
T0003442,P000332,2025-11-15,850.77
T0003443,P000332,2025-12-15,373.16
T0003444,P000333,2025-07-27,1002.69
T0003445,P000333,2025-08-26,1002.69
T0003446,P000333,2025-09-25,1002.69
T0003447,P000333,2025-10-25,1002.69
T0003448,P000333,2025-11-24,1002.69
T0003449,P000334,2023-08-13,683.39
T0003450,P000334,2023-11-11,683.39
T0003451,P000334,2024-02-09,683.39
T0003452,P000334,2024-05-09,683.39
T0003453,P000334,2024-08-07,683.39
T0003454,P000334,2024-11-05,683.39
T0003455,P000334,2025-02-03,683.39
T0003456,P000334,2025-05-04,683.39
T0003457,P000334,2025-08-02,683.39
T0003458,P000334,2025-10-31,683.39
T0003459,P000335,2023-07-29,101.09
T0003460,P000335,2023-10-27,101.09
T0003461,P000335,2024-01-25,101.09
T0003462,P000335,2024-04-24,101.09
T0003463,P000335,2024-07-23,101.09
T0003464,P000335,2024-10-21,101.09
T0003465,P000335,2025-01-19,56.66
T0003466,P000335,2025-04-19,101.09
T0003467,P000335,2025-07-18,101.09
T0003468,P000335,2025-10-16,101.09
T0003469,P000336,2022-08-29,770.13
T0003470,P000336,2022-11-27,770.13
T0003471,P000336,2023-02-25,770.13
T0003472,P000336,2023-05-26,770.13
T0003473,P000336,2023-08-24,770.13
T0003474,P000336,2023-11-22,770.13
T0003475,P000336,2024-02-20,770.13
T0003476,P000336,2024-05-20,770.13
T0003477,P000336,2024-08-18,770.13
T0003478,P000336,2024-11-16,503.8
T0003479,P000336,2025-02-14,770.13
T0003480,P000337,2023-08-02,285.27
T0003481,P000337,2023-09-01,285.27
T0003482,P000337,2023-10-01,285.27
T0003483,P000337,2023-10-31,285.27
T0003484,P000337,2023-11-30,285.27
T0003485,P000337,2023-12-30,285.27
T0003486,P000337,2024-01-29,285.27
T0003487,P000337,2024-02-28,285.27
T0003488,P000337,2024-03-29,285.27
T0003489,P000337,2024-04-28,285.27
T0003490,P000337,2024-05-28,285.27
T0003491,P000337,2024-06-27,230.29
T0003492,P000337,2024-07-27,285.27
T0003493,P000337,2024-08-26,285.27
T0003494,P000337,2024-09-25,285.27
T0003495,P000337,2024-10-25,285.27
T0003496,P000337,2024-11-24,285.27
T0003497,P000337,2024-12-24,285.27
T0003498,P000337,2025-01-23,285.27
T0003499,P000337,2025-02-22,285.27
T0003500,P000337,2025-03-24,285.27
T0003501,P000337,2025-04-23,136.38
T0003502,P000337,2025-05-23,285.27
T0003503,P000337,2025-06-22,285.27
T0003504,P000337,2025-07-22,285.27
T0003505,P000337,2025-08-21,285.27
T0003506,P000338,2023-09-25,575.18
T0003507,P000338,2023-10-25,575.18
T0003508,P000338,2023-11-24,575.18
T0003509,P000338,2023-12-24,575.18
T0003510,P000338,2024-01-23,575.18
T0003511,P000338,2024-02-22,575.18
T0003512,P000338,2024-03-23,575.18
T0003513,P000338,2024-04-22,575.18
T0003514,P000338,2024-05-22,575.18
T0003515,P000338,2024-06-21,575.18
T0003516,P000338,2024-07-21,575.18
T0003517,P000338,2024-08-20,575.18
T0003518,P000338,2024-09-19,575.18
T0003519,P000338,2024-10-19,575.18
T0003520,P000338,2024-11-18,575.18
T0003521,P000339,2023-01-03,666.04
T0003522,P000339,2023-04-03,666.04
T0003523,P000339,2023-07-02,666.04
T0003524,P000339,2023-09-30,666.04
T0003525,P000339,2023-12-29,666.04
T0003526,P000339,2024-03-28,559.86
T0003527,P000339,2024-06-26,666.04
T0003528,P000339,2024-09-24,666.04
T0003529,P000339,2024-12-23,666.04
T0003530,P000339,2025-03-23,666.04
T0003531,P000340,2021-06-29,326.82
T0003532,P000340,2021-09-27,326.82
T0003533,P000340,2021-12-26,326.82
T0003534,P000340,2022-03-26,326.82
T0003535,P000340,2022-06-24,326.82
T0003536,P000341,2025-04-23,773.83
T0003537,P000341,2025-07-22,773.83
T0003538,P000341,2025-10-20,773.83
T0003539,P000342,2025-03-17,1251.67
T0003540,P000342,2025-04-16,1251.67
T0003541,P000342,2025-05-16,994.12
T0003542,P000342,2025-06-15,1251.67
T0003543,P000342,2025-07-15,1251.67
T0003544,P000342,2025-08-14,1251.67
T0003545,P000342,2025-09-13,1251.67
T0003546,P000343,2024-05-29,348.18
T0003547,P000343,2024-06-28,348.18
T0003548,P000343,2024-07-28,348.18
T0003549,P000343,2024-08-27,348.18
T0003550,P000343,2024-09-26,348.18
T0003551,P000343,2024-10-26,348.18
T0003552,P000343,2024-11-25,348.18
T0003553,P000343,2024-12-25,348.18
T0003554,P000343,2025-01-24,348.18
T0003555,P000343,2025-02-23,348.18
T0003556,P000343,2025-03-25,348.18
T0003557,P000343,2025-04-24,348.18
T0003558,P000343,2025-05-24,348.18
T0003559,P000343,2025-06-23,348.18
T0003560,P000343,2025-07-23,348.18
T0003561,P000343,2025-08-22,348.18
T0003562,P000343,2025-09-21,348.18
T0003563,P000343,2025-10-21,348.18
T0003564,P000343,2025-11-20,348.18
T0003565,P000343,2025-12-20,348.18
T0003566,P000344,2023-01-19,407.32
T0003567,P000344,2023-04-19,698.23
T0003568,P000344,2023-07-18,698.23
T0003569,P000344,2023-10-16,698.23
T0003570,P000344,2024-01-14,698.23
T0003571,P000344,2024-04-13,698.23
T0003572,P000344,2024-07-12,698.23
T0003573,P000344,2024-10-10,698.23
T0003574,P000345,2024-06-17,542.17
T0003575,P000345,2024-07-17,542.17
T0003576,P000345,2024-08-16,542.17
T0003577,P000345,2024-09-15,542.17
T0003578,P000345,2024-10-15,542.17
T0003579,P000345,2024-11-14,542.17
T0003580,P000345,2024-12-14,542.17
T0003581,P000345,2025-01-13,542.17
T0003582,P000345,2025-02-12,542.17
T0003583,P000345,2025-03-14,542.17
T0003584,P000346,2024-10-18,479.41
T0003585,P000346,2024-11-17,236.37
T0003586,P000346,2024-12-17,479.41
T0003587,P000346,2025-01-16,479.41
T0003588,P000346,2025-02-15,479.41
T0003589,P000346,2025-03-17,165.4
T0003590,P000346,2025-04-16,401.46
T0003591,P000346,2025-05-16,479.41
T0003592,P000346,2025-06-15,479.41
T0003593,P000346,2025-07-15,479.41
T0003594,P000346,2025-08-14,479.41
T0003595,P000346,2025-09-13,479.41
T0003596,P000346,2025-10-13,479.41
T0003597,P000346,2025-11-12,479.41
T0003598,P000346,2025-12-12,479.41
T0003599,P000347,2025-02-23,2334.14
T0003600,P000347,2025-05-24,2334.14
T0003601,P000347,2025-08-22,2334.14
T0003602,P000347,2025-11-20,2334.14
T0003603,P000348,2024-10-20,71.56
T0003604,P000348,2024-11-19,71.56
T0003605,P000348,2024-12-19,71.56
T0003606,P000348,2025-01-18,71.56
T0003607,P000348,2025-02-17,54.82
T0003608,P000348,2025-03-19,71.56
T0003609,P000348,2025-04-18,48.34
T0003610,P000348,2025-05-18,71.56
T0003611,P000348,2025-06-17,71.56
T0003612,P000348,2025-07-17,71.56
T0003613,P000348,2025-08-16,71.56
T0003614,P000348,2025-09-15,71.56
T0003615,P000348,2025-10-15,71.56
T0003616,P000348,2025-11-14,71.56
T0003617,P000349,2024-12-13,390.89
T0003618,P000349,2025-01-12,390.89
T0003619,P000349,2025-02-11,390.89
T0003620,P000349,2025-03-13,390.89
T0003621,P000349,2025-04-12,390.89
T0003622,P000349,2025-05-12,390.89
T0003623,P000349,2025-06-11,390.89
T0003624,P000349,2025-07-11,390.89
T0003625,P000349,2025-08-10,390.89
T0003626,P000349,2025-09-09,390.89
T0003627,P000349,2025-10-09,390.89
T0003628,P000349,2025-11-08,390.89
T0003629,P000349,2025-12-08,390.89
T0003630,P000350,2023-06-12,636.34
T0003631,P000350,2023-07-12,636.34
T0003632,P000350,2023-08-11,636.34
T0003633,P000350,2023-09-10,636.34
T0003634,P000350,2023-10-10,636.34
T0003635,P000350,2023-11-09,636.34
T0003636,P000350,2023-12-09,636.34
T0003637,P000350,2024-01-08,636.34
T0003638,P000350,2024-02-07,636.34
T0003639,P000350,2024-03-08,636.34
T0003640,P000351,2025-11-08,9264.74
T0003641,P000352,2025-09-30,6833.51
T0003642,P000353,2024-03-19,198.86
T0003643,P000353,2024-04-18,198.86
T0003644,P000353,2024-05-18,198.86
T0003645,P000353,2024-06-17,198.86
T0003646,P000353,2024-07-17,198.86
T0003647,P000353,2024-08-16,198.86
T0003648,P000353,2024-09-15,198.86
T0003649,P000353,2024-10-15,198.86
T0003650,P000353,2024-11-14,198.86
T0003651,P000353,2024-12-14,198.86
T0003652,P000353,2025-01-13,132.39
T0003653,P000353,2025-02-12,70.52
T0003654,P000353,2025-03-14,198.86
T0003655,P000353,2025-04-13,198.86
T0003656,P000353,2025-05-13,198.86
T0003657,P000353,2025-06-12,198.86
T0003658,P000353,2025-07-12,198.86
T0003659,P000353,2025-08-11,198.86
T0003660,P000353,2025-09-10,198.86
T0003661,P000353,2025-10-10,198.86
T0003662,P000353,2025-11-09,198.86
T0003663,P000353,2025-12-09,198.86
T0003664,P000354,2024-09-03,463.51
T0003665,P000354,2024-10-03,463.51
T0003666,P000354,2024-11-02,463.51
T0003667,P000354,2024-12-02,463.51
T0003668,P000354,2025-01-01,463.51
T0003669,P000354,2025-01-31,192.92
T0003670,P000354,2025-03-02,463.51
T0003671,P000354,2025-04-01,463.51
T0003672,P000354,2025-05-01,463.51
T0003673,P000354,2025-05-31,463.51
T0003674,P000354,2025-06-30,463.51
T0003675,P000354,2025-07-30,463.51
T0003676,P000354,2025-08-29,463.51
T0003677,P000354,2025-09-28,463.51
T0003678,P000354,2025-10-28,463.51
T0003679,P000354,2025-11-27,463.51
T0003680,P000355,2025-08-20,261.44
T0003681,P000355,2025-09-19,261.44
T0003682,P000355,2025-10-19,261.44
T0003683,P000355,2025-11-18,261.44
T0003684,P000355,2025-12-18,261.44
T0003685,P000356,2025-03-24,312.92
T0003686,P000356,2025-04-23,312.92
T0003687,P000356,2025-05-23,312.92
T0003688,P000356,2025-06-22,312.92
T0003689,P000356,2025-07-22,312.92
T0003690,P000356,2025-08-21,312.92
T0003691,P000356,2025-09-20,312.92
T0003692,P000356,2025-10-20,312.92
T0003693,P000356,2025-11-19,312.92
T0003694,P000356,2025-12-19,312.92
T0003695,P000357,2021-10-30,1204.97
T0003696,P000357,2022-01-28,1204.97
T0003697,P000357,2022-04-28,1204.97
T0003698,P000358,2023-10-31,334.02
T0003699,P000358,2023-11-30,334.02
T0003700,P000358,2023-12-30,334.02
T0003701,P000358,2024-01-29,334.02
T0003702,P000358,2024-02-28,334.02
T0003703,P000358,2024-03-29,334.02
T0003704,P000358,2024-04-28,334.02
T0003705,P000358,2024-05-28,334.02
T0003706,P000358,2024-06-27,334.02
T0003707,P000358,2024-07-27,334.02
T0003708,P000358,2024-08-26,334.02
T0003709,P000358,2024-09-25,334.02
T0003710,P000358,2024-10-25,141.84
T0003711,P000358,2024-11-24,334.02
T0003712,P000358,2024-12-24,230.22
T0003713,P000359,2025-12-15,6423.43
T0003714,P000360,2025-10-11,6891.18
T0003715,P000361,2021-11-25,228.98
T0003716,P000361,2022-02-23,228.98
T0003717,P000361,2022-05-24,228.98
T0003718,P000361,2022-08-22,228.98
T0003719,P000361,2022-11-20,142.41
T0003720,P000361,2023-02-18,228.98
T0003721,P000361,2023-05-19,228.98
T0003722,P000361,2023-08-17,228.98
T0003723,P000361,2023-11-15,228.98
T0003724,P000361,2024-02-13,228.98
T0003725,P000361,2024-05-13,228.98
T0003726,P000361,2024-08-11,228.98
T0003727,P000362,2023-10-10,537.75
T0003728,P000362,2024-01-08,537.75
T0003729,P000362,2024-04-07,537.75
T0003730,P000362,2024-07-06,537.75
T0003731,P000362,2024-10-04,537.75
T0003732,P000362,2025-01-02,537.75
T0003733,P000362,2025-04-02,537.75
T0003734,P000362,2025-07-01,537.75
T0003735,P000362,2025-09-29,537.75
T0003736,P000363,2023-12-17,182.87
T0003737,P000363,2024-01-16,182.87
T0003738,P000363,2024-02-15,93.07
T0003739,P000363,2024-03-16,182.87
T0003740,P000363,2024-04-15,182.87
T0003741,P000363,2024-05-15,182.87
T0003742,P000363,2024-06-14,182.87
T0003743,P000363,2024-07-14,182.87
T0003744,P000363,2024-08-13,182.87
T0003745,P000363,2024-09-12,182.87
T0003746,P000363,2024-10-12,182.87
T0003747,P000363,2024-11-11,182.87
T0003748,P000363,2024-12-11,182.87
T0003749,P000363,2025-01-10,97.6
T0003750,P000363,2025-02-09,182.87
T0003751,P000363,2025-03-11,182.87
T0003752,P000364,2023-11-28,239.19
T0003753,P000364,2023-12-28,239.19
T0003754,P000364,2024-01-27,239.19
T0003755,P000364,2024-02-26,239.19
T0003756,P000364,2024-03-27,239.19
T0003757,P000364,2024-04-26,239.19
T0003758,P000364,2024-05-26,239.19
T0003759,P000364,2024-06-25,239.19
T0003760,P000364,2024-07-25,239.19
T0003761,P000364,2024-08-24,239.19
T0003762,P000364,2024-09-23,239.19
T0003763,P000364,2024-10-23,239.19
T0003764,P000364,2024-11-22,239.19
T0003765,P000364,2024-12-22,239.19
T0003766,P000364,2025-01-21,239.19
T0003767,P000364,2025-02-20,239.19
T0003768,P000364,2025-03-22,239.19
T0003769,P000364,2025-04-21,239.19
T0003770,P000364,2025-05-21,239.19
T0003771,P000364,2025-06-20,239.19
T0003772,P000364,2025-07-20,239.19
T0003773,P000364,2025-08-19,239.19
T0003774,P000364,2025-09-18,239.19
T0003775,P000364,2025-10-18,239.19
T0003776,P000364,2025-11-17,239.19
T0003777,P000365,2024-07-14,1466.24
T0003778,P000365,2024-10-12,1466.24
T0003779,P000365,2025-01-10,1466.24
T0003780,P000365,2025-04-10,1466.24
T0003781,P000365,2025-07-09,1466.24
T0003782,P000366,2024-11-19,576.69
T0003783,P000366,2025-02-17,576.69
T0003784,P000366,2025-05-18,576.69
T0003785,P000366,2025-08-16,576.69
T0003786,P000366,2025-11-14,576.69
T0003787,P000367,2025-05-03,595.78
T0003788,P000367,2025-06-02,595.78
T0003789,P000367,2025-07-02,595.78
T0003790,P000367,2025-08-01,595.78
T0003791,P000367,2025-08-31,240.5
T0003792,P000367,2025-09-30,595.78
T0003793,P000367,2025-10-30,595.78
T0003794,P000367,2025-11-29,595.78
T0003795,P000368,2025-07-05,609.68
T0003796,P000368,2025-08-04,609.68
T0003797,P000368,2025-09-03,609.68
T0003798,P000368,2025-10-03,609.68
T0003799,P000368,2025-11-02,609.68
T0003800,P000368,2025-12-02,609.68
T0003801,P000369,2025-03-22,269.79
T0003802,P000369,2025-04-21,269.79
T0003803,P000369,2025-05-21,269.79
T0003804,P000369,2025-06-20,269.79
T0003805,P000369,2025-07-20,269.79
T0003806,P000369,2025-08-19,269.79
T0003807,P000369,2025-09-18,269.79
T0003808,P000369,2025-10-18,269.79
T0003809,P000369,2025-11-17,269.79
T0003810,P000369,2025-12-17,269.79
T0003811,P000370,2025-05-29,1387.96
T0003812,P000370,2025-06-28,1387.96
T0003813,P000370,2025-07-28,1387.96
T0003814,P000370,2025-08-27,1387.96
T0003815,P000370,2025-09-26,1387.96
T0003816,P000370,2025-10-26,1387.96
T0003817,P000370,2025-11-25,1387.96
T0003818,P000371,2025-08-24,1604.73
T0003819,P000371,2025-11-22,1604.73
T0003820,P000372,2025-01-30,603.48
T0003821,P000372,2025-04-30,603.48
T0003822,P000372,2025-07-29,417.7
T0003823,P000372,2025-10-27,603.48
T0003824,P000373,2021-06-29,175.15
T0003825,P000373,2021-09-27,175.15
T0003826,P000373,2021-12-26,175.15
T0003827,P000373,2022-03-26,175.15
T0003828,P000373,2022-06-24,175.15
T0003829,P000373,2022-09-22,175.15
T0003830,P000373,2022-12-21,175.15
T0003831,P000373,2023-03-21,175.15
T0003832,P000373,2023-06-19,175.15
T0003833,P000374,2025-12-11,5690.87
T0003834,P000375,2025-10-03,2864.82
T0003835,P000375,2025-11-02,2864.82
T0003836,P000375,2025-12-02,2864.82
T0003837,P000376,2022-06-16,210.07
T0003838,P000376,2022-07-16,210.07
T0003839,P000376,2022-08-15,210.07
T0003840,P000376,2022-09-14,210.07
T0003841,P000376,2022-10-14,210.07
T0003842,P000376,2022-11-13,210.07
T0003843,P000376,2022-12-13,210.07
T0003844,P000376,2023-01-12,210.07
T0003845,P000376,2023-02-11,210.07
T0003846,P000376,2023-03-13,210.07
T0003847,P000376,2023-04-12,210.07
T0003848,P000376,2023-05-12,210.07
T0003849,P000376,2023-06-11,210.07
T0003850,P000376,2023-07-11,210.07
T0003851,P000376,2023-08-10,210.07
T0003852,P000376,2023-09-09,210.07
T0003853,P000376,2023-10-09,210.07
T0003854,P000376,2023-11-08,210.07
T0003855,P000376,2023-12-08,210.07
T0003856,P000376,2024-01-07,210.07
T0003857,P000376,2024-02-06,210.07
T0003858,P000376,2024-03-07,210.07
T0003859,P000376,2024-04-06,210.07
T0003860,P000376,2024-05-06,210.07
T0003861,P000376,2024-06-05,210.07
T0003862,P000376,2024-07-05,210.07
T0003863,P000376,2024-08-04,210.07
T0003864,P000376,2024-09-03,210.07
T0003865,P000376,2024-10-03,210.07
T0003866,P000376,2024-11-02,210.07
T0003867,P000376,2024-12-02,210.07
T0003868,P000376,2025-01-01,210.07
T0003869,P000376,2025-01-31,210.07
T0003870,P000376,2025-03-02,210.07
T0003871,P000376,2025-04-01,210.07
T0003872,P000376,2025-05-01,210.07
T0003873,P000377,2021-10-19,54.66
T0003874,P000377,2021-11-18,54.66
T0003875,P000377,2021-12-18,54.66
T0003876,P000377,2022-01-17,54.66
T0003877,P000377,2022-02-16,40.75
T0003878,P000377,2022-03-18,54.66
T0003879,P000377,2022-04-17,54.66
T0003880,P000377,2022-05-17,54.66
T0003881,P000377,2022-06-16,54.66
T0003882,P000377,2022-07-16,54.66
T0003883,P000377,2022-08-15,54.66
T0003884,P000377,2022-09-14,54.66
T0003885,P000377,2022-10-14,54.66
T0003886,P000377,2022-11-13,54.66
T0003887,P000377,2022-12-13,54.66
T0003888,P000377,2023-01-12,54.66
T0003889,P000377,2023-02-11,54.66
T0003890,P000377,2023-03-13,54.66
T0003891,P000377,2023-04-12,54.66
T0003892,P000377,2023-05-12,54.66
T0003893,P000377,2023-06-11,54.66
T0003894,P000377,2023-07-11,54.66
T0003895,P000377,2023-08-10,54.66
T0003896,P000378,2025-12-17,1698.1
T0003897,P000379,2025-11-29,5604.73
T0003898,P000380,2025-10-07,1026.58
T0003899,P000380,2025-11-06,898.94
T0003900,P000380,2025-12-06,1026.58
T0003901,P000381,2024-06-15,364.51
T0003902,P000381,2024-07-15,364.51
T0003903,P000381,2024-08-14,364.51
T0003904,P000381,2024-09-13,364.51
T0003905,P000381,2024-10-13,364.51
T0003906,P000381,2024-11-12,364.51
T0003907,P000381,2024-12-12,364.51
T0003908,P000381,2025-01-11,364.51
T0003909,P000381,2025-02-10,364.51
T0003910,P000381,2025-03-12,364.51
T0003911,P000381,2025-04-11,364.51
T0003912,P000381,2025-05-11,364.51
T0003913,P000381,2025-06-10,364.51
T0003914,P000381,2025-07-10,274.5
T0003915,P000381,2025-08-09,364.51
T0003916,P000381,2025-09-08,364.51
T0003917,P000381,2025-10-08,364.51
T0003918,P000381,2025-11-07,364.51
T0003919,P000381,2025-12-07,364.51
T0003920,P000382,2024-06-08,1098.04
T0003921,P000382,2024-09-06,1098.04
T0003922,P000382,2024-12-05,1098.04
T0003923,P000382,2025-03-05,1098.04
T0003924,P000382,2025-06-03,1098.04
T0003925,P000382,2025-09-01,1098.04
T0003926,P000382,2025-11-30,1098.04
T0003927,P000383,2020-09-26,350.74
T0003928,P000383,2020-10-26,350.74
T0003929,P000383,2020-11-25,350.74
T0003930,P000383,2020-12-25,350.74
T0003931,P000383,2021-01-24,350.74
T0003932,P000383,2021-02-23,350.74
T0003933,P000383,2021-03-25,350.74
T0003934,P000383,2021-04-24,350.74
T0003935,P000383,2021-05-24,350.74
T0003936,P000383,2021-06-23,350.74
T0003937,P000383,2021-07-23,350.74
T0003938,P000383,2021-08-22,350.74
T0003939,P000383,2021-09-21,350.74
T0003940,P000383,2021-10-21,350.74
T0003941,P000383,2021-11-20,350.74
T0003942,P000383,2021-12-20,350.74
T0003943,P000383,2022-01-19,350.74
T0003944,P000383,2022-02-18,350.74
T0003945,P000383,2022-03-20,350.74
T0003946,P000383,2022-04-19,350.74
T0003947,P000383,2022-05-19,350.74
T0003948,P000383,2022-06-18,350.74
T0003949,P000383,2022-07-18,350.74
T0003950,P000383,2022-08-17,350.74
T0003951,P000383,2022-09-16,350.74
T0003952,P000383,2022-10-16,350.74
T0003953,P000383,2022-11-15,350.74
T0003954,P000384,2025-10-27,2353.44
T0003955,P000384,2025-11-26,2353.44
T0003956,P000385,2024-12-05,486.72
T0003957,P000385,2025-03-05,486.72
T0003958,P000385,2025-06-03,486.72
T0003959,P000385,2025-09-01,486.72
T0003960,P000385,2025-11-30,486.72
T0003961,P000386,2025-08-31,880.02
T0003962,P000386,2025-09-30,880.02
T0003963,P000386,2025-10-30,880.02
T0003964,P000386,2025-11-29,763.04
T0003965,P000387,2024-08-31,210.45
T0003966,P000387,2024-09-30,210.45
T0003967,P000387,2024-10-30,210.45
T0003968,P000387,2024-11-29,210.45
T0003969,P000387,2024-12-29,210.45
T0003970,P000387,2025-01-28,210.45
T0003971,P000387,2025-02-27,210.45
T0003972,P000387,2025-03-29,210.45
T0003973,P000387,2025-04-28,72.5
T0003974,P000387,2025-05-28,210.45
T0003975,P000387,2025-06-27,210.45
T0003976,P000387,2025-07-27,210.45
T0003977,P000387,2025-08-26,210.45
T0003978,P000387,2025-09-25,210.45
T0003979,P000387,2025-10-25,210.45
T0003980,P000387,2025-11-24,210.45
T0003981,P000388,2024-01-08,1146.96
T0003982,P000388,2024-04-07,1146.96
T0003983,P000388,2024-07-06,1146.96
T0003984,P000388,2024-10-04,1146.96
T0003985,P000388,2025-01-02,1146.96
T0003986,P000388,2025-04-02,1146.96
T0003987,P000388,2025-07-01,1146.96
T0003988,P000388,2025-09-29,1146.96
T0003989,P000389,2023-06-21,2445.29
T0003990,P000389,2023-09-19,2445.29
T0003991,P000389,2023-12-18,2445.29
T0003992,P000389,2024-03-17,2445.29
T0003993,P000390,2022-03-02,570.79
T0003994,P000390,2022-05-31,570.79
T0003995,P000390,2022-08-29,570.79
T0003996,P000390,2022-11-27,570.79
T0003997,P000390,2023-02-25,570.79
T0003998,P000390,2023-05-26,570.79
T0003999,P000390,2023-08-24,570.79
T0004000,P000390,2023-11-22,570.79
T0004001,P000390,2024-02-20,570.79
T0004002,P000391,2024-12-30,808.85
T0004003,P000391,2025-01-29,808.85
T0004004,P000391,2025-02-28,808.85
T0004005,P000391,2025-03-30,808.85
T0004006,P000391,2025-04-29,808.85
T0004007,P000391,2025-05-29,808.85
T0004008,P000391,2025-06-28,808.85
T0004009,P000391,2025-07-28,808.85
T0004010,P000392,2024-10-08,2332.33
T0004011,P000392,2025-01-06,2332.33
T0004012,P000392,2025-04-06,2332.33
T0004013,P000392,2025-07-05,2332.33
